ID,Azul,Verde,Rojo,NIR,Borde rojo
Pina_26meses(SC),0.018,0.034,0.02,0.436,0.343
Pina_26meses(SC),0.019,0.04,0.02,0.392,0.312
Pina_26meses(SC),0.018,0.037,0.018,0.518,0.408
J,0.023,0.074,0.039,0.327,0.09
J,0.018,0.07,0.032,0.414,0.081
J,0.02,0.079,0.043,0.314,0.102
J,0.027,0.094,0.048,0.382,0.107
J,0.026,0.076,0.038,0.329,0.085
J,0.027,0.087,0.042,0.438,0.103
J,0.016,0.064,0.027,0.279,0.073
J,0.018,0.06,0.028,0.295,0.068
J,0.023,0.068,0.031,0.444,0.075
J,0.02,0.068,0.028,0.42,0.075
J,0.039,0.117,0.062,0.528,0.135
J,0.024,0.093,0.039,0.596,0.107
J,0.034,0.12,0.059,0.603,0.142
J,0.027,0.111,0.051,0.614,0.131
J,0.035,0.109,0.055,0.607,0.134
J,0.041,0.123,0.062,0.689,0.143
J,0.036,0.11,0.056,0.532,0.126
J,0.028,0.085,0.041,0.532,0.099
J,0.021,0.078,0.036,0.456,0.092
J,0.027,0.097,0.045,0.454,0.109
J,0.023,0.075,0.039,0.328,0.096
J,0.019,0.071,0.032,0.414,0.088
J,0.02,0.08,0.042,0.314,0.109
J,0.027,0.095,0.047,0.383,0.115
J,0.027,0.077,0.038,0.33,0.09
J,0.027,0.088,0.041,0.439,0.111
J,0.016,0.065,0.027,0.28,0.078
J,0.018,0.061,0.027,0.295,0.073
J,0.023,0.069,0.031,0.446,0.082
J,0.02,0.068,0.028,0.422,0.081
J,0.039,0.118,0.062,0.529,0.144
J,0.024,0.093,0.038,0.597,0.116
J,0.034,0.122,0.059,0.603,0.152
J,0.027,0.113,0.05,0.615,0.142
J,0.035,0.11,0.055,0.607,0.144
J,0.042,0.124,0.062,0.69,0.154
J,0.037,0.111,0.056,0.532,0.134
J,0.028,0.086,0.041,0.532,0.107
J,0.022,0.079,0.035,0.457,0.099
J,0.027,0.098,0.044,0.455,0.117
J,0.023,0.076,0.039,0.33,0.102
J,0.019,0.072,0.032,0.415,0.094
J,0.02,0.081,0.042,0.315,0.115
J,0.027,0.096,0.047,0.385,0.122
J,0.027,0.077,0.037,0.331,0.096
J,0.027,0.089,0.041,0.441,0.119
J,0.016,0.065,0.027,0.282,0.083
J,0.018,0.061,0.027,0.296,0.078
J,0.023,0.07,0.031,0.448,0.088
J,0.02,0.069,0.028,0.424,0.087
J,0.039,0.119,0.061,0.529,0.153
J,0.024,0.094,0.038,0.599,0.125
J,0.034,0.123,0.058,0.603,0.162
J,0.027,0.114,0.049,0.616,0.152
J,0.035,0.111,0.054,0.608,0.154
J,0.042,0.126,0.061,0.69,0.164
J,0.037,0.112,0.055,0.532,0.143
J,0.028,0.086,0.041,0.532,0.114
J,0.022,0.079,0.035,0.457,0.105
J,0.027,0.098,0.044,0.455,0.124
J,0.023,0.076,0.038,0.331,0.108
J,0.019,0.072,0.031,0.416,0.1
J,0.02,0.081,0.041,0.316,0.121
J,0.027,0.097,0.046,0.386,0.13
J,0.027,0.078,0.037,0.332,0.102
J,0.027,0.09,0.04,0.444,0.126
J,0.016,0.066,0.026,0.283,0.088
J,0.018,0.061,0.027,0.297,0.083
J,0.023,0.07,0.03,0.45,0.094
J,0.02,0.069,0.027,0.426,0.094
J,0.039,0.12,0.061,0.53,0.162
J,0.024,0.095,0.037,0.6,0.134
J,0.034,0.124,0.057,0.603,0.171
J,0.027,0.115,0.049,0.618,0.162
J,0.035,0.112,0.054,0.608,0.164
J,0.042,0.127,0.061,0.69,0.175
J,0.037,0.113,0.055,0.532,0.151
J,0.028,0.087,0.04,0.532,0.121
J,0.022,0.08,0.034,0.457,0.112
J,0.028,0.099,0.043,0.454,0.132
J,0.023,0.077,0.038,0.332,0.113
J,0.019,0.073,0.031,0.417,0.107
J,0.02,0.082,0.04,0.317,0.127
J,0.027,0.098,0.045,0.388,0.136
J,0.027,0.078,0.036,0.333,0.107
J,0.027,0.09,0.039,0.445,0.134
J,0.016,0.066,0.025,0.284,0.093
J,0.018,0.062,0.026,0.298,0.088
J,0.023,0.071,0.03,0.451,0.1
J,0.02,0.07,0.027,0.428,0.1
J,0.039,0.121,0.06,0.531,0.17
J,0.024,0.096,0.037,0.601,0.142
J,0.034,0.125,0.056,0.603,0.181
J,0.027,0.116,0.048,0.619,0.172
J,0.035,0.113,0.053,0.608,0.173
J,0.042,0.128,0.06,0.691,0.185
J,0.037,0.114,0.054,0.532,0.16
J,0.028,0.088,0.04,0.532,0.129
J,0.022,0.08,0.034,0.457,0.118
J,0.028,0.1,0.043,0.454,0.139
J,0.023,0.077,0.037,0.332,0.119
J,0.019,0.073,0.03,0.418,0.113
J,0.02,0.082,0.04,0.317,0.133
J,0.027,0.098,0.045,0.388,0.143
J,0.027,0.079,0.036,0.333,0.113
J,0.027,0.091,0.039,0.445,0.141
J,0.016,0.067,0.025,0.284,0.097
J,0.018,0.062,0.026,0.298,0.093
J,0.023,0.071,0.03,0.452,0.107
J,0.02,0.07,0.026,0.429,0.106
J,0.039,0.122,0.059,0.531,0.179
J,0.024,0.096,0.036,0.601,0.151
J,0.035,0.126,0.056,0.603,0.19
J,0.027,0.116,0.047,0.619,0.182
J,0.035,0.114,0.052,0.608,0.183
J,0.042,0.128,0.059,0.691,0.196
J,0.037,0.115,0.053,0.532,0.168
J,0.028,0.088,0.039,0.531,0.137
J,0.022,0.081,0.033,0.457,0.124
J,0.028,0.1,0.042,0.454,0.146
J,0.023,0.078,0.036,0.333,0.125
J,0.019,0.074,0.03,0.418,0.119
J,0.02,0.083,0.039,0.317,0.139
J,0.027,0.099,0.044,0.388,0.15
J,0.027,0.079,0.035,0.333,0.118
J,0.027,0.092,0.038,0.446,0.148
J,0.016,0.067,0.024,0.284,0.102
J,0.018,0.063,0.025,0.298,0.097
J,0.023,0.072,0.029,0.452,0.113
J,0.02,0.071,0.026,0.429,0.112
J,0.039,0.122,0.058,0.531,0.188
J,0.024,0.097,0.035,0.601,0.16
J,0.035,0.126,0.055,0.603,0.2
J,0.027,0.117,0.046,0.62,0.192
J,0.035,0.115,0.051,0.608,0.193
J,0.042,0.129,0.058,0.691,0.206
J,0.037,0.115,0.052,0.533,0.177
J,0.028,0.089,0.039,0.531,0.144
J,0.022,0.081,0.032,0.457,0.131
J,0.028,0.101,0.041,0.454,0.153
J,0.023,0.078,0.036,0.333,0.13
J,0.019,0.074,0.029,0.418,0.126
J,0.02,0.083,0.038,0.317,0.144
J,0.027,0.099,0.043,0.389,0.157
J,0.027,0.08,0.035,0.333,0.123
J,0.027,0.093,0.037,0.446,0.156
J,0.016,0.067,0.024,0.285,0.106
J,0.018,0.063,0.025,0.299,0.102
J,0.023,0.072,0.029,0.453,0.12
J,0.02,0.071,0.025,0.43,0.119
J,0.039,0.123,0.057,0.531,0.196
J,0.024,0.098,0.034,0.601,0.168
J,0.035,0.127,0.054,0.603,0.209
J,0.027,0.118,0.045,0.62,0.202
J,0.035,0.115,0.051,0.608,0.202
J,0.042,0.13,0.058,0.691,0.217
J,0.037,0.116,0.052,0.533,0.185
J,0.028,0.089,0.038,0.531,0.152
J,0.022,0.082,0.032,0.457,0.137
J,0.028,0.102,0.04,0.454,0.16
J,0.023,0.078,0.035,0.333,0.136
J,0.019,0.074,0.029,0.418,0.132
J,0.02,0.084,0.037,0.317,0.15
J,0.027,0.1,0.043,0.389,0.163
J,0.027,0.08,0.034,0.333,0.129
J,0.027,0.093,0.036,0.447,0.163
J,0.016,0.067,0.023,0.285,0.111
J,0.018,0.063,0.024,0.299,0.107
J,0.023,0.072,0.028,0.453,0.126
J,0.02,0.071,0.025,0.431,0.125
J,0.039,0.124,0.056,0.532,0.204
J,0.024,0.098,0.034,0.602,0.177
J,0.035,0.128,0.053,0.603,0.218
J,0.027,0.119,0.044,0.62,0.212
J,0.035,0.116,0.05,0.608,0.212
J,0.042,0.131,0.057,0.691,0.227
J,0.037,0.116,0.051,0.533,0.193
J,0.028,0.09,0.037,0.531,0.159
J,0.022,0.082,0.031,0.456,0.143
J,0.028,0.102,0.04,0.454,0.167
J,0.023,0.079,0.034,0.334,0.141
J,0.019,0.075,0.028,0.418,0.139
J,0.02,0.084,0.036,0.318,0.155
J,0.027,0.101,0.042,0.39,0.17
J,0.027,0.08,0.034,0.334,0.134
J,0.027,0.094,0.035,0.448,0.17
J,0.016,0.068,0.022,0.286,0.115
J,0.018,0.064,0.024,0.299,0.111
J,0.023,0.073,0.028,0.454,0.133
J,0.02,0.072,0.024,0.431,0.131
J,0.039,0.124,0.056,0.532,0.213
J,0.024,0.099,0.033,0.602,0.186
J,0.035,0.129,0.052,0.603,0.227
J,0.027,0.119,0.043,0.621,0.222
J,0.035,0.117,0.049,0.608,0.221
J,0.042,0.131,0.056,0.691,0.238
J,0.037,0.117,0.05,0.533,0.202
J,0.028,0.09,0.037,0.531,0.167
J,0.022,0.082,0.03,0.456,0.149
J,0.028,0.103,0.039,0.453,0.174
J,0.023,0.079,0.034,0.334,0.147
J,0.019,0.075,0.027,0.419,0.145
J,0.02,0.085,0.035,0.318,0.16
J,0.028,0.101,0.041,0.39,0.177
J,0.027,0.081,0.033,0.334,0.139
J,0.027,0.094,0.034,0.448,0.177
J,0.016,0.068,0.022,0.286,0.12
J,0.018,0.064,0.023,0.3,0.116
J,0.023,0.073,0.027,0.454,0.139
J,0.02,0.072,0.024,0.432,0.138
J,0.039,0.125,0.055,0.532,0.221
J,0.024,0.099,0.032,0.602,0.195
J,0.035,0.129,0.051,0.603,0.236
J,0.027,0.12,0.042,0.621,0.232
J,0.035,0.117,0.048,0.608,0.231
J,0.042,0.132,0.055,0.691,0.248
J,0.037,0.117,0.049,0.532,0.21
J,0.028,0.091,0.036,0.53,0.175
J,0.022,0.083,0.03,0.456,0.155
J,0.028,0.103,0.038,0.453,0.181
J,0.023,0.08,0.033,0.334,0.152
J,0.019,0.076,0.027,0.419,0.151
J,0.02,0.085,0.035,0.318,0.165
J,0.028,0.102,0.04,0.39,0.183
J,0.027,0.081,0.032,0.334,0.144
J,0.027,0.095,0.034,0.447,0.184
J,0.016,0.068,0.021,0.286,0.124
J,0.018,0.064,0.023,0.299,0.12
J,0.023,0.073,0.027,0.454,0.146
J,0.02,0.072,0.023,0.432,0.144
J,0.039,0.125,0.054,0.532,0.229
J,0.024,0.099,0.032,0.602,0.204
J,0.035,0.13,0.05,0.603,0.246
J,0.027,0.121,0.041,0.621,0.242
J,0.035,0.118,0.047,0.608,0.24
J,0.042,0.133,0.054,0.691,0.259
J,0.037,0.118,0.049,0.532,0.218
J,0.028,0.091,0.036,0.53,0.182
J,0.022,0.083,0.029,0.455,0.162
J,0.028,0.103,0.038,0.453,0.187
J,0.023,0.08,0.032,0.334,0.157
J,0.019,0.076,0.026,0.419,0.158
J,0.02,0.086,0.034,0.318,0.17
J,0.028,0.102,0.039,0.39,0.189
J,0.027,0.081,0.032,0.334,0.15
J,0.027,0.096,0.033,0.447,0.191
J,0.016,0.068,0.021,0.286,0.128
J,0.018,0.064,0.022,0.299,0.125
J,0.023,0.074,0.026,0.454,0.152
J,0.02,0.073,0.023,0.432,0.15
J,0.039,0.126,0.053,0.532,0.238
J,0.024,0.1,0.031,0.602,0.213
J,0.035,0.13,0.05,0.603,0.255
J,0.027,0.121,0.04,0.621,0.251
J,0.035,0.118,0.047,0.608,0.25
J,0.042,0.133,0.054,0.691,0.27
J,0.037,0.118,0.048,0.532,0.226
J,0.028,0.091,0.035,0.53,0.19
J,0.022,0.083,0.029,0.455,0.168
J,0.028,0.104,0.037,0.453,0.194
J,0.023,0.08,0.032,0.335,0.162
J,0.019,0.076,0.026,0.419,0.164
J,0.02,0.086,0.033,0.318,0.175
J,0.028,0.102,0.038,0.391,0.195
J,0.027,0.081,0.031,0.334,0.154
J,0.027,0.096,0.032,0.448,0.197
J,0.016,0.069,0.02,0.286,0.132
J,0.018,0.064,0.022,0.3,0.129
J,0.023,0.074,0.026,0.455,0.158
J,0.02,0.073,0.022,0.432,0.156
J,0.039,0.126,0.052,0.532,0.246
J,0.024,0.1,0.03,0.602,0.221
J,0.035,0.131,0.049,0.603,0.264
J,0.028,0.122,0.039,0.621,0.26
J,0.035,0.119,0.046,0.608,0.259
J,0.042,0.133,0.053,0.691,0.281
J,0.037,0.119,0.047,0.532,0.234
J,0.028,0.091,0.035,0.53,0.198
J,0.022,0.083,0.028,0.455,0.174
J,0.028,0.104,0.036,0.452,0.201
J,0.023,0.08,0.031,0.335,0.166
J,0.019,0.076,0.025,0.42,0.17
J,0.021,0.086,0.032,0.319,0.179
J,0.028,0.103,0.038,0.391,0.199
J,0.027,0.082,0.031,0.334,0.159
J,0.027,0.096,0.032,0.449,0.202
J,0.016,0.069,0.02,0.287,0.135
J,0.018,0.065,0.022,0.3,0.133
J,0.023,0.074,0.026,0.456,0.164
J,0.02,0.073,0.022,0.434,0.161
J,0.039,0.127,0.051,0.532,0.253
J,0.024,0.1,0.03,0.603,0.23
J,0.035,0.131,0.048,0.603,0.273
J,0.027,0.122,0.038,0.622,0.268
J,0.035,0.119,0.045,0.608,0.269
J,0.042,0.134,0.052,0.691,0.291
J,0.037,0.119,0.047,0.532,0.242
J,0.028,0.092,0.035,0.529,0.206
J,0.022,0.083,0.028,0.455,0.181
J,0.028,0.104,0.036,0.452,0.208
J,0.023,0.08,0.031,0.336,0.169
J,0.019,0.076,0.025,0.42,0.176
J,0.021,0.086,0.032,0.319,0.183
J,0.028,0.103,0.037,0.393,0.204
J,0.027,0.082,0.031,0.335,0.163
J,0.027,0.097,0.031,0.45,0.206
J,0.016,0.069,0.02,0.288,0.138
J,0.018,0.065,0.021,0.301,0.137
J,0.023,0.074,0.025,0.457,0.169
J,0.02,0.073,0.022,0.435,0.166
J,0.039,0.127,0.051,0.533,0.261
J,0.024,0.1,0.029,0.604,0.239
J,0.035,0.131,0.047,0.603,0.283
J,0.028,0.122,0.038,0.623,0.276
J,0.035,0.119,0.045,0.608,0.279
J,0.042,0.134,0.052,0.691,0.303
J,0.037,0.119,0.046,0.532,0.251
J,0.028,0.092,0.034,0.529,0.215
J,0.022,0.083,0.027,0.454,0.188
J,0.028,0.104,0.035,0.452,0.215
J,0.023,0.081,0.03,0.337,0.173
J,0.019,0.076,0.025,0.421,0.183
J,0.021,0.086,0.031,0.32,0.188
J,0.028,0.103,0.037,0.394,0.208
J,0.027,0.082,0.031,0.335,0.168
J,0.027,0.097,0.031,0.452,0.211
J,0.016,0.069,0.019,0.289,0.141
J,0.018,0.065,0.021,0.301,0.141
J,0.023,0.074,0.025,0.459,0.175
J,0.02,0.073,0.022,0.437,0.172
J,0.04,0.127,0.05,0.533,0.27
J,0.024,0.1,0.029,0.604,0.249
J,0.035,0.131,0.047,0.602,0.294
J,0.028,0.122,0.037,0.624,0.285
J,0.035,0.119,0.045,0.608,0.291
J,0.042,0.134,0.051,0.692,0.316
J,0.037,0.119,0.046,0.532,0.261
J,0.028,0.092,0.034,0.529,0.226
J,0.022,0.083,0.027,0.454,0.196
J,0.028,0.104,0.035,0.451,0.224
J,0.023,0.08,0.03,0.339,0.178
J,0.019,0.076,0.024,0.422,0.19
J,0.021,0.086,0.031,0.32,0.193
J,0.028,0.103,0.036,0.395,0.214
J,0.027,0.082,0.03,0.336,0.174
J,0.027,0.097,0.031,0.453,0.218
J,0.016,0.069,0.019,0.29,0.145
J,0.018,0.065,0.021,0.302,0.147
J,0.023,0.074,0.025,0.46,0.182
J,0.02,0.073,0.021,0.439,0.178
J,0.04,0.127,0.05,0.534,0.28
J,0.024,0.1,0.029,0.605,0.261
J,0.035,0.131,0.046,0.602,0.307
J,0.028,0.122,0.037,0.625,0.296
J,0.035,0.119,0.044,0.608,0.304
J,0.042,0.134,0.051,0.692,0.33
J,0.037,0.119,0.045,0.532,0.272
J,0.028,0.091,0.034,0.528,0.237
J,0.022,0.083,0.027,0.454,0.205
J,0.028,0.104,0.034,0.451,0.233
J,0.023,0.08,0.03,0.34,0.184
J,0.019,0.076,0.024,0.423,0.199
J,0.021,0.086,0.031,0.321,0.198
J,0.028,0.103,0.036,0.397,0.221
J,0.027,0.081,0.03,0.337,0.18
J,0.027,0.096,0.031,0.455,0.226
J,0.016,0.069,0.019,0.291,0.151
J,0.018,0.064,0.021,0.303,0.152
J,0.023,0.074,0.025,0.462,0.191
J,0.02,0.073,0.021,0.441,0.187
J,0.04,0.126,0.05,0.535,0.291
J,0.024,0.1,0.029,0.606,0.273
J,0.035,0.131,0.046,0.603,0.319
J,0.028,0.122,0.037,0.627,0.309
J,0.035,0.119,0.044,0.609,0.317
J,0.042,0.134,0.051,0.692,0.345
J,0.037,0.118,0.045,0.533,0.283
J,0.028,0.091,0.033,0.528,0.248
J,0.022,0.083,0.026,0.454,0.213
J,0.028,0.104,0.034,0.451,0.242
J,0.023,0.08,0.03,0.341,0.191
J,0.019,0.076,0.024,0.424,0.207
J,0.021,0.086,0.03,0.322,0.204
J,0.028,0.102,0.036,0.398,0.229
J,0.027,0.081,0.03,0.338,0.187
J,0.027,0.096,0.03,0.457,0.235
J,0.016,0.068,0.019,0.292,0.156
J,0.018,0.064,0.021,0.304,0.158
J,0.023,0.073,0.025,0.464,0.2
J,0.02,0.072,0.021,0.443,0.195
J,0.04,0.126,0.049,0.535,0.301
J,0.024,0.1,0.028,0.607,0.284
J,0.035,0.13,0.046,0.603,0.33
J,0.028,0.121,0.036,0.628,0.321
J,0.035,0.118,0.044,0.609,0.327
J,0.042,0.133,0.05,0.692,0.358
J,0.037,0.118,0.045,0.532,0.292
J,0.028,0.091,0.033,0.528,0.257
J,0.022,0.083,0.026,0.454,0.22
J,0.028,0.103,0.034,0.451,0.25
J,0.023,0.08,0.03,0.342,0.197
J,0.019,0.075,0.024,0.425,0.214
J,0.021,0.086,0.03,0.323,0.209
J,0.028,0.102,0.035,0.399,0.237
J,0.027,0.081,0.03,0.338,0.192
J,0.027,0.096,0.03,0.458,0.243
J,0.016,0.068,0.019,0.293,0.161
J,0.018,0.064,0.021,0.304,0.163
J,0.023,0.073,0.025,0.465,0.208
J,0.02,0.072,0.021,0.445,0.203
J,0.04,0.125,0.049,0.536,0.309
J,0.024,0.099,0.028,0.608,0.293
J,0.035,0.129,0.045,0.603,0.338
J,0.028,0.121,0.036,0.629,0.332
J,0.035,0.118,0.043,0.609,0.336
J,0.042,0.132,0.05,0.693,0.368
J,0.037,0.117,0.044,0.533,0.3
J,0.028,0.09,0.033,0.528,0.265
J,0.022,0.082,0.026,0.454,0.226
J,0.028,0.103,0.033,0.451,0.255
J,0.023,0.079,0.029,0.343,0.202
J,0.019,0.075,0.023,0.426,0.221
J,0.021,0.085,0.03,0.323,0.213
J,0.028,0.101,0.035,0.4,0.243
J,0.027,0.08,0.03,0.339,0.197
J,0.027,0.095,0.03,0.46,0.25
J,0.016,0.067,0.019,0.294,0.165
J,0.018,0.063,0.02,0.305,0.167
J,0.023,0.072,0.024,0.467,0.215
J,0.02,0.071,0.021,0.446,0.21
J,0.04,0.125,0.048,0.536,0.316
J,0.024,0.098,0.028,0.609,0.302
J,0.035,0.128,0.045,0.603,0.346
J,0.028,0.12,0.035,0.63,0.341
J,0.035,0.117,0.043,0.609,0.345
J,0.042,0.131,0.049,0.693,0.378
J,0.037,0.117,0.044,0.533,0.307
J,0.028,0.09,0.033,0.528,0.272
J,0.022,0.082,0.026,0.454,0.232
J,0.028,0.102,0.033,0.451,0.261
J,0.023,0.079,0.029,0.343,0.206
J,0.019,0.074,0.023,0.426,0.228
J,0.021,0.085,0.029,0.324,0.218
J,0.028,0.1,0.034,0.401,0.248
J,0.027,0.079,0.029,0.339,0.201
J,0.027,0.094,0.03,0.461,0.256
J,0.016,0.067,0.018,0.294,0.169
J,0.018,0.063,0.02,0.306,0.171
J,0.023,0.072,0.024,0.468,0.222
J,0.02,0.07,0.021,0.448,0.217
J,0.04,0.124,0.048,0.537,0.324
J,0.024,0.097,0.027,0.61,0.312
J,0.035,0.127,0.044,0.603,0.355
J,0.028,0.119,0.035,0.631,0.351
J,0.035,0.116,0.042,0.609,0.355
J,0.042,0.13,0.049,0.693,0.39
J,0.037,0.116,0.043,0.533,0.315
J,0.028,0.089,0.032,0.528,0.281
J,0.022,0.081,0.025,0.454,0.239
J,0.028,0.101,0.032,0.451,0.268
J,0.023,0.078,0.029,0.344,0.211
J,0.019,0.073,0.023,0.427,0.235
J,0.021,0.084,0.029,0.324,0.223
J,0.028,0.099,0.034,0.402,0.253
J,0.027,0.079,0.029,0.34,0.206
J,0.027,0.093,0.029,0.462,0.262
J,0.016,0.066,0.018,0.295,0.172
J,0.018,0.062,0.02,0.306,0.176
J,0.023,0.071,0.024,0.469,0.23
J,0.02,0.07,0.02,0.449,0.224
J,0.04,0.123,0.047,0.537,0.334
J,0.024,0.096,0.027,0.611,0.323
J,0.035,0.126,0.044,0.603,0.366
J,0.028,0.118,0.034,0.632,0.361
J,0.035,0.115,0.042,0.609,0.366
J,0.042,0.129,0.048,0.693,0.403
J,0.037,0.115,0.043,0.533,0.325
J,0.028,0.088,0.032,0.528,0.292
J,0.022,0.08,0.025,0.454,0.247
J,0.028,0.1,0.032,0.451,0.276
J,0.023,0.077,0.028,0.345,0.216
J,0.019,0.072,0.022,0.428,0.243
J,0.021,0.083,0.028,0.325,0.227
J,0.028,0.098,0.033,0.403,0.259
J,0.027,0.078,0.029,0.34,0.212
J,0.027,0.093,0.029,0.463,0.269
J,0.016,0.065,0.018,0.296,0.177
J,0.018,0.061,0.02,0.307,0.181
J,0.023,0.07,0.023,0.471,0.238
J,0.02,0.069,0.02,0.451,0.231
J,0.04,0.122,0.047,0.538,0.343
J,0.024,0.095,0.026,0.612,0.334
J,0.035,0.125,0.043,0.604,0.378
J,0.028,0.116,0.034,0.633,0.372
J,0.036,0.114,0.041,0.61,0.378
J,0.042,0.128,0.048,0.694,0.417
J,0.037,0.113,0.042,0.533,0.335
J,0.028,0.087,0.032,0.528,0.302
J,0.022,0.079,0.025,0.455,0.255
J,0.028,0.099,0.031,0.451,0.285
J,0.023,0.077,0.028,0.346,0.221
J,0.019,0.071,0.022,0.428,0.251
J,0.021,0.083,0.027,0.325,0.232
J,0.028,0.097,0.033,0.404,0.266
J,0.027,0.077,0.028,0.341,0.217
J,0.027,0.091,0.028,0.465,0.276
J,0.016,0.064,0.017,0.297,0.181
J,0.018,0.061,0.019,0.308,0.186
J,0.023,0.069,0.023,0.472,0.246
J,0.02,0.068,0.02,0.452,0.239
J,0.04,0.12,0.046,0.538,0.352
J,0.024,0.094,0.026,0.613,0.345
J,0.035,0.123,0.042,0.604,0.389
J,0.028,0.115,0.033,0.634,0.384
J,0.036,0.112,0.041,0.61,0.389
J,0.042,0.126,0.047,0.694,0.43
J,0.037,0.112,0.042,0.534,0.344
J,0.028,0.086,0.031,0.528,0.312
J,0.022,0.078,0.024,0.455,0.263
J,0.028,0.098,0.031,0.45,0.292
J,0.023,0.076,0.027,0.347,0.227
J,0.019,0.071,0.021,0.429,0.259
J,0.021,0.082,0.027,0.326,0.237
J,0.028,0.096,0.032,0.405,0.272
J,0.027,0.076,0.028,0.342,0.223
J,0.027,0.09,0.028,0.466,0.284
J,0.016,0.064,0.017,0.297,0.186
J,0.018,0.06,0.019,0.308,0.191
J,0.023,0.068,0.023,0.473,0.255
J,0.02,0.067,0.019,0.453,0.247
J,0.04,0.119,0.045,0.539,0.361
J,0.024,0.092,0.025,0.613,0.356
J,0.036,0.122,0.041,0.604,0.398
J,0.028,0.113,0.032,0.635,0.394
J,0.036,0.111,0.04,0.61,0.4
J,0.042,0.125,0.046,0.694,0.442
J,0.037,0.111,0.041,0.534,0.353
J,0.028,0.085,0.031,0.528,0.322
J,0.022,0.077,0.024,0.455,0.27
J,0.028,0.097,0.03,0.451,0.299
J,0.023,0.075,0.027,0.347,0.232
J,0.019,0.07,0.021,0.43,0.267
J,0.021,0.081,0.026,0.326,0.241
J,0.028,0.095,0.031,0.406,0.278
J,0.027,0.075,0.028,0.342,0.228
J,0.027,0.089,0.028,0.467,0.291
J,0.016,0.063,0.017,0.298,0.19
J,0.018,0.059,0.019,0.309,0.196
J,0.023,0.067,0.023,0.474,0.263
J,0.02,0.066,0.019,0.454,0.255
J,0.04,0.118,0.045,0.539,0.369
J,0.024,0.091,0.025,0.614,0.367
J,0.036,0.12,0.041,0.604,0.408
J,0.028,0.112,0.032,0.636,0.405
J,0.036,0.109,0.04,0.61,0.41
J,0.042,0.123,0.046,0.694,0.454
J,0.037,0.11,0.04,0.534,0.362
J,0.028,0.084,0.03,0.528,0.331
J,0.022,0.076,0.023,0.455,0.278
J,0.028,0.096,0.029,0.451,0.306
J,0.024,0.074,0.026,0.348,0.237
J,0.019,0.069,0.021,0.43,0.275
J,0.021,0.08,0.026,0.327,0.246
J,0.028,0.094,0.031,0.407,0.285
J,0.027,0.074,0.027,0.342,0.233
J,0.027,0.088,0.027,0.468,0.298
J,0.016,0.062,0.016,0.299,0.195
J,0.018,0.058,0.019,0.309,0.201
J,0.023,0.066,0.022,0.475,0.272
J,0.02,0.065,0.019,0.455,0.263
J,0.04,0.116,0.044,0.54,0.378
J,0.025,0.089,0.025,0.615,0.378
J,0.036,0.119,0.04,0.604,0.418
J,0.028,0.11,0.031,0.637,0.416
J,0.036,0.108,0.039,0.61,0.42
J,0.043,0.121,0.045,0.695,0.466
J,0.038,0.108,0.04,0.534,0.37
J,0.028,0.082,0.03,0.528,0.34
J,0.022,0.075,0.023,0.455,0.285
J,0.028,0.094,0.029,0.451,0.313
J,0.024,0.073,0.026,0.348,0.243
J,0.019,0.067,0.02,0.431,0.283
J,0.021,0.079,0.025,0.327,0.251
J,0.028,0.092,0.03,0.407,0.291
J,0.027,0.073,0.027,0.343,0.238
J,0.027,0.086,0.027,0.468,0.306
J,0.016,0.061,0.016,0.299,0.199
J,0.018,0.057,0.018,0.31,0.206
J,0.023,0.065,0.022,0.476,0.281
J,0.02,0.063,0.019,0.456,0.272
J,0.04,0.114,0.043,0.54,0.387
J,0.025,0.088,0.024,0.615,0.389
J,0.036,0.117,0.04,0.604,0.427
J,0.028,0.108,0.03,0.637,0.427
J,0.036,0.106,0.039,0.61,0.43
J,0.043,0.119,0.045,0.695,0.478
J,0.038,0.106,0.039,0.534,0.379
J,0.028,0.081,0.03,0.528,0.349
J,0.022,0.074,0.022,0.455,0.292
J,0.028,0.093,0.029,0.451,0.32
J,0.024,0.072,0.026,0.349,0.249
J,0.019,0.066,0.02,0.431,0.291
J,0.021,0.078,0.024,0.327,0.256
J,0.028,0.091,0.03,0.408,0.298
J,0.027,0.072,0.027,0.343,0.244
J,0.027,0.085,0.027,0.469,0.315
J,0.016,0.059,0.016,0.3,0.204
J,0.018,0.056,0.018,0.31,0.211
J,0.023,0.064,0.022,0.476,0.291
J,0.02,0.062,0.018,0.457,0.281
J,0.04,0.113,0.043,0.54,0.395
J,0.025,0.086,0.024,0.615,0.4
J,0.036,0.115,0.039,0.605,0.437
J,0.028,0.106,0.03,0.638,0.439
J,0.036,0.104,0.038,0.611,0.44
J,0.043,0.117,0.044,0.695,0.49
J,0.038,0.105,0.039,0.534,0.387
J,0.028,0.08,0.029,0.528,0.358
J,0.022,0.073,0.022,0.455,0.299
J,0.028,0.091,0.028,0.451,0.326
J,0.024,0.07,0.025,0.349,0.255
J,0.019,0.065,0.02,0.431,0.299
J,0.021,0.077,0.024,0.327,0.261
J,0.028,0.089,0.029,0.408,0.306
J,0.027,0.07,0.027,0.343,0.249
J,0.027,0.083,0.026,0.469,0.324
J,0.016,0.058,0.016,0.3,0.21
J,0.018,0.055,0.018,0.31,0.216
J,0.023,0.062,0.022,0.477,0.302
J,0.02,0.061,0.018,0.457,0.291
